Week,Day,Date,Time,home,away,home_score,away_score,GameTime,SearchStartTime,SearchEndTime,team_away,team_home,rush_away,rush_home,pass_away,pass_home,sacked_away,sacked_home,penalty_away,penalty_home,away_spread,url
6,Thu,2022-10-13,8:15PM,bears,commanders,7,12,2022-10-14 01:15:00+00:00,2022-10-10 00:15:00+00:00,2022-10-14 00:15:00+00:00,WAS,CHI,28-128-1,37-237-0,12-22-99-0-0,14-27-190-1-1,3-13,5-36,7-36,4-42,Washington Commanders -1.0,https://www.pro-football-reference.com/boxscores/202210130chi.htm
6,Sun,2022-10-16,1:00PM,falcons,49ers,28,14,2022-10-16 18:00:00+00:00,2022-10-12 17:00:00+00:00,2022-10-16 17:00:00+00:00,SFO,ATL,16-50-0,40-168-1,29-41-296-2-2,13-14-129-2-0,0-0,2-8,5-30,5-40,San Francisco 49ers -4.5,https://www.pro-football-reference.com/boxscores/202210160atl.htm
6,Sun,2022-10-16,1:00PM,saints,bengals,26,30,2022-10-16 18:00:00+00:00,2022-10-12 17:00:00+00:00,2022-10-16 17:00:00+00:00,CIN,NOR,14-75-1,34-228-1,28-37-300-3-0,19-36-178-1-0,3-27,1-7,3-30,4-34,Cincinnati Bengals -3.0,https://www.pro-football-reference.com/boxscores/202210160nor.htm
6,Sun,2022-10-16,1:00PM,browns,patriots,15,38,2022-10-16 18:00:00+00:00,2022-10-12 17:00:00+00:00,2022-10-16 17:00:00+00:00,NWE,CLE,29-98-3,18-70-0,24-34-309-2-0,21-45-266-1-2,2-8,4-8,12-92,7-63,Cleveland Browns -2.5,https://www.pro-football-reference.com/boxscores/202210160cle.htm
6,Sun,2022-10-16,1:00PM,colts,jaguars,34,27,2022-10-16 18:00:00+00:00,2022-10-12 17:00:00+00:00,2022-10-16 17:00:00+00:00,JAX,IND,33-243-3,16-45-1,20-22-165-1-0,42-58-389-3-0,4-29,0-0,4-44,7-52,Indianapolis Colts -1.5,https://www.pro-football-reference.com/boxscores/202210160clt.htm
6,Sun,2022-10-16,1:00PM,packers,jets,10,27,2022-10-16 18:00:00+00:00,2022-10-12 17:00:00+00:00,2022-10-16 17:00:00+00:00,NYJ,GNB,33-179-2,20-60-0,10-18-110-0-0,28-45-254-1-0,2-11,4-36,7-79,7-42,Green Bay Packers -7.5,https://www.pro-football-reference.com/boxscores/202210160gnb.htm
6,Sun,2022-10-16,1:00PM,dolphins,vikings,16,24,2022-10-16 18:00:00+00:00,2022-10-12 17:00:00+00:00,2022-10-16 17:00:00+00:00,MIN,MIA,17-78-1,20-73-0,20-30-175-2-0,30-47-418-2-2,3-19,6-33,2-20,10-97,Minnesota Vikings -3.0,https://www.pro-football-reference.com/boxscores/202210160mia.htm
6,Sun,2022-10-16,1:00PM,giants,ravens,24,20,2022-10-16 18:00:00+00:00,2022-10-12 17:00:00+00:00,2022-10-16 17:00:00+00:00,BAL,NYG,24-211-1,31-83-1,17-32-210-1-1,19-27-173-2-0,2-15,4-18,10-74,3-25,Baltimore Ravens -5.5,https://www.pro-football-reference.com/boxscores/202210160nyg.htm
6,Sun,2022-10-16,1:00PM,steelers,buccaneers,20,18,2022-10-16 18:00:00+00:00,2022-10-12 17:00:00+00:00,2022-10-16 17:00:00+00:00,TAM,PIT,26-75-0,29-77-0,25-40-243-1-0,20-30-211-2-0,2-14,2-18,6-42,7-45,Tampa Bay Buccaneers -9.5,https://www.pro-football-reference.com/boxscores/202210160pit.htm
6,Sun,2022-10-16,4:05PM,rams,panthers,24,10,2022-10-16 21:05:00+00:00,2022-10-12 20:05:00+00:00,2022-10-16 20:05:00+00:00,CAR,LAR,21-93-0,29-111-2,13-21-119-0-1,26-33-253-1-1,2-9,1-4,3-30,7-49,Los Angeles Rams -10.0,https://www.pro-football-reference.com/boxscores/202210160ram.htm
6,Sun,2022-10-16,4:05PM,seahawks,cardinals,19,9,2022-10-16 21:05:00+00:00,2022-10-12 20:05:00+00:00,2022-10-16 20:05:00+00:00,ARI,SEA,28-144-0,30-136-1,23-37-222-0-1,20-31-197-0-0,6-51,5-37,6-53,6-44,Arizona Cardinals -2.5,https://www.pro-football-reference.com/boxscores/202210160sea.htm
6,Sun,2022-10-16,4:25PM,chiefs,bills,20,24,2022-10-16 21:25:00+00:00,2022-10-12 20:25:00+00:00,2022-10-16 20:25:00+00:00,BUF,KAN,31-125-0,18-68-0,27-40-329-3-0,25-40-338-2-2,1-11,3-19,7-35,5-58,Buffalo Bills -2.5,https://www.pro-football-reference.com/boxscores/202210160kan.htm
6,Sun,2022-10-16,8:20PM,eagles,cowboys,26,17,2022-10-17 01:20:00+00:00,2022-10-13 00:20:00+00:00,2022-10-17 00:20:00+00:00,DAL,PHI,26-134-1,39-136-1,18-38-181-1-3,15-25-155-2-0,0-0,4-23,10-72,2-10,Philadelphia Eagles -6.5,https://www.pro-football-reference.com/boxscores/202210160phi.htm
6,Mon,2022-10-17,8:15PM,chargers,broncos,19,16,2022-10-18 01:15:00+00:00,2022-10-14 00:15:00+00:00,2022-10-18 00:15:00+00:00,DEN,LAC,23-98-0,24-73-1,15-28-188-1-0,37-57-238-0-1,4-28,2-14,10-151,9-89,Los Angeles Chargers -4.5,https://www.pro-football-reference.com/boxscores/202210170sdg.htm
